4.4300 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
12.0819 	EXP 	text: autoDraw = False
12.0819 	EXP 	text: autoDraw = False
12.0819 	EXP 	text_2: text = 'A'
12.0819 	EXP 	text_2: autoDraw = True
12.5704 	DATA 	Keypress: 1
12.5824 	EXP 	text_2: autoDraw = False
12.5991 	EXP 	text_4: autoDraw = True
18.5888 	EXP 	text_4: autoDraw = False
18.5888 	EXP 	text_2: autoDraw = False
18.5888 	EXP 	text_4: autoDraw = False
18.5888 	EXP 	text_3: text = 'M'
18.5888 	EXP 	text_3: autoDraw = True
19.4447 	DATA 	Keypress: 1
20.0618 	EXP 	New trial (rep=0, index=2): OrderedDict([('ConditionFile', 'conditions/AXList.xlsx'), ('TrialType', 'AX'), ('CorrRespTarget', 2.0), ('CorRespCue', 1)])
20.0737 	EXP 	Imported conditions\trialTiming.xlsx as conditions, 4 conditions, 2 params
20.0742 	EXP 	Created sequence: fullRandom, trialTypes=4, nReps=1, seed=None
20.0747 	EXP 	New trial (rep=0, index=0): OrderedDict([('PreCueTime', 0.5), ('ISI', 6)])
20.0904 	EXP 	text_3: autoDraw = False
20.0904 	EXP 	text_3: autoDraw = False
20.0904 	EXP 	text: autoDraw = True
20.5882 	EXP 	Imported conditions/AXList.xlsx as conditions, 1 conditions, 3 params
20.5887 	EXP 	Created sequence: fullRandom, trialTypes=1, nReps=1, seed=None
20.5893 	EXP 	New trial (rep=0, index=0): OrderedDict([('TrialType', 'AX'), ('Cue', 'A'), ('Probe', 'X')])
20.6076 	EXP 	text: autoDraw = False
20.6076 	EXP 	text: autoDraw = False
20.6076 	EXP 	text_2: text = 'A'
20.6076 	EXP 	text_2: autoDraw = True
21.1082 	EXP 	text_2: autoDraw = False
21.1082 	EXP 	text_4: autoDraw = True
21.2127 	DATA 	Keypress: 1
27.1146 	EXP 	text_4: autoDraw = False
27.1146 	EXP 	text_2: autoDraw = False
27.1146 	EXP 	text_4: autoDraw = False
27.1146 	EXP 	text_3: text = 'X'
27.1146 	EXP 	text_3: autoDraw = True
27.6362 	DATA 	Keypress: 2
28.5881 	EXP 	New trial (rep=0, index=3): OrderedDict([('ConditionFile', 'conditions/AYListBas1Pro2Rea1.xlsx'), ('TrialType', 'AY'), ('CorrRespTarget', 1.0), ('CorRespCue', 1)])
28.6000 	EXP 	Imported conditions\trialTiming.xlsx as conditions, 4 conditions, 2 params
28.6005 	EXP 	Created sequence: fullRandom, trialTypes=4, nReps=1, seed=None
28.6010 	EXP 	New trial (rep=0, index=0): OrderedDict([('PreCueTime', 0.5), ('ISI', 2)])
28.6162 	EXP 	text_3: autoDraw = False
28.6162 	EXP 	text_3: autoDraw = False
28.6162 	EXP 	text: autoDraw = True
29.1072 	EXP 	Imported conditions/AYListBas1Pro2Rea1.xlsx as conditions, 8 conditions, 3 params
29.1074 	EXP 	Created sequence: fullRandom, trialTypes=8, nReps=1, seed=None
29.1077 	EXP 	New trial (rep=0, index=0): OrderedDict([('TrialType', 'AY'), ('Cue', 'A'), ('Probe', 'M')])
29.1167 	EXP 	text: autoDraw = False
29.1167 	EXP 	text: autoDraw = False
29.1167 	EXP 	text_2: text = 'A'
29.1167 	EXP 	text_2: autoDraw = True
29.5881 	DATA 	Keypress: 1
29.6172 	EXP 	text_2: autoDraw = False
29.6339 	EXP 	text_4: autoDraw = True
31.6194 	EXP 	text_4: autoDraw = False
31.6194 	EXP 	text_2: autoDraw = False
31.6194 	EXP 	text_4: autoDraw = False
31.6194 	EXP 	text_3: text = 'M'
31.6194 	EXP 	text_3: autoDraw = True
32.3747 	DATA 	Keypress: 1
33.1097 	EXP 	New trial (rep=0, index=4): OrderedDict([('ConditionFile', 'conditions/BYListBas1Pro2Rea1.xlsx'), ('TrialType', 'BY'), ('CorrRespTarget', 1.0), ('CorRespCue', 1)])
33.1215 	EXP 	Imported conditions\trialTiming.xlsx as conditions, 4 conditions, 2 params
33.1220 	EXP 	Created sequence: fullRandom, trialTypes=4, nReps=1, seed=None
33.1225 	EXP 	New trial (rep=0, index=0): OrderedDict([('PreCueTime', 1.0), ('ISI', 2)])
33.1377 	EXP 	text_3: autoDraw = False
33.1377 	EXP 	text_3: autoDraw = False
33.1377 	EXP 	text: autoDraw = True
34.1412 	EXP 	Imported conditions/BYListBas1Pro2Rea1.xlsx as conditions, 36 conditions, 3 params
34.1419 	EXP 	Created sequence: fullRandom, trialTypes=36, nReps=1, seed=None
34.1424 	EXP 	New trial (rep=0, index=0): OrderedDict([('TrialType', 'BY'), ('Cue', 'C'), ('Probe', 'D')])
34.1721 	EXP 	text: autoDraw = False
34.1721 	EXP 	text: autoDraw = False
34.1721 	EXP 	text_2: text = 'C'
34.1721 	EXP 	text_2: autoDraw = True
34.6560 	EXP 	text_2: autoDraw = False
34.6726 	EXP 	text_4: autoDraw = True
35.0450 	DATA 	Keypress: 2
36.6748 	EXP 	text_4: autoDraw = False
36.6748 	EXP 	text_2: autoDraw = False
36.6748 	EXP 	text_4: autoDraw = False
36.6748 	EXP 	text_3: text = 'D'
36.6748 	EXP 	text_3: autoDraw = True
37.2968 	DATA 	Keypress: 1
38.1597 	EXP 	text_3: autoDraw = False
38.1597 	EXP 	text_3: autoDraw = False
38.4571 	EXP 	window1: mouseVisible = True
