7.0155 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000025CF5717550>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000025CF57105C0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
39.7350 	EXP 	PreTargetFixation: autoDraw = False
39.7350 	EXP 	ProbetStimulus: text = 'F'
39.7350 	EXP 	ProbetStimulus: autoDraw = True
40.9262 	DATA 	Keypress: 1
41.2110 	EXP 	New trial (rep=0, index=4): OrderedDict([('ConditionFile', 'conditions/BYList.xlsx'), ('TrialType', 'BY'), ('CorrRespTarget', 1.0), ('CorRespCue', 1)])
41.2317 	EXP 	Imported conditions\trialTiming.xlsx as conditions, 4 conditions, 2 params
41.2324 	EXP 	Created sequence: fullRandom, trialTypes=4, nReps=1, seed=None
41.2330 	EXP 	New trial (rep=0, index=0): OrderedDict([('PreCueTime', 1.0), ('ISI', 6)])
41.2398 	EXP 	ProbetStimulus: autoDraw = False
41.2398 	EXP 	ProbetStimulus: autoDraw = False
41.2398 	EXP 	PreCueFixation: autoDraw = True
42.2685 	EXP 	Imported conditions/BYList.xlsx as conditions, 36 conditions, 3 params
42.2694 	EXP 	Created sequence: fullRandom, trialTypes=36, nReps=1, seed=None
42.2699 	EXP 	New trial (rep=0, index=0): OrderedDict([('TrialType', 'BY'), ('Cue', 'T'), ('Probe', 'P')])
42.2840 	EXP 	PreCueFixation: autoDraw = False
42.2840 	EXP 	PreCueFixation: autoDraw = False
42.2840 	EXP 	CueStimulus: text = 'T'
42.2840 	EXP 	CueStimulus: autoDraw = True
42.7853 	EXP 	CueStimulus: autoDraw = False
42.8016 	EXP 	PreTargetFixation: autoDraw = True
43.7246 	DATA 	Keypress: 1
48.7869 	EXP 	PreTargetFixation: autoDraw = False
48.7869 	EXP 	CueStimulus: autoDraw = False
48.7869 	EXP 	PreTargetFixation: autoDraw = False
48.7869 	EXP 	ProbetStimulus: text = 'P'
48.7869 	EXP 	ProbetStimulus: autoDraw = True
50.2054 	DATA 	Keypress: 1
50.2680 	EXP 	New trial (rep=1, index=0): None
50.2787 	EXP 	ProbetStimulus: autoDraw = False
50.2787 	EXP 	ProbetStimulus: autoDraw = False
50.2787 	EXP 	blockStartInstructions: autoDraw = True
62.0251 	DATA 	Keypress: escape
62.2822 	EXP 	window1: mouseVisible = True
